date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,day_posted,month_posted,year_posted,mid_price_by_zipcode,price_per_sqft,sqft_lot_per_living,house_age
2014-05-16,306000.0,3,2,1870,5874,2,0,0,3,7,1870,0,2005,0,98042,47.3992,-122.163,2090,4060,Friday,May,2014,292000.0,163.63636363636363,3.1411764705882352,9
2014-10-16,272000.0,4,2,2040,7600,1,0,0,4,8,1580,460,1978,0,98023,47.3169,-122.365,2130,7200,Thursday,October,2014,268450.0,133.33333333333334,3.7254901960784315,36
2014-10-17,450000.0,3,1,3150,9258,1,0,1,3,8,2370,780,1970,0,98027,47.5571,-122.08,2740,10274,Friday,October,2014,570500.0,142.85714285714286,2.939047619047619,44
2014-07-07,450000.0,3,2,1990,12793,2,0,0,3,8,1990,0,1993,0,98028,47.7347,-122.226,2290,9035,Monday,July,2014,445000.0,226.13065326633165,6.428643216080402,21
2014-06-10,310000.0,4,1,1740,11075,1,0,0,3,7,1740,0,1965,0,98133,47.7458,-122.334,1580,7684,Tuesday,June,2014,375000.0,178.16091954022988,6.364942528735632,49
2015-05-12,530000.0,2,2,2080,11285,1,0,0,4,8,1180,900,1954,0,98042,47.3628,-122.147,2590,13048,Tuesday,May,2015,292000.0,254.80769230769232,5.425480769230769,61
2015-01-12,435000.0,4,2,2060,10125,2,0,0,4,7,1560,500,1979,0,98028,47.764,-122.262,1760,9876,Monday,January,2015,445000.0,211.16504854368932,4.915048543689321,36
2015-05-05,485000.0,3,2,1590,11222,1,0,0,4,7,1590,0,1948,0,98177,47.7762,-122.367,2160,16300,Tuesday,May,2015,554000.0,305.0314465408805,7.057861635220126,67
2014-07-02,690000.0,3,1,1760,4000,2,0,0,3,8,1760,0,1922,0,98102,47.6401,-122.32,1760,4000,Wednesday,July,2014,720000.0,392.04545454545456,2.272727272727273,92
2015-04-01,305000.0,4,2,1620,4000,2,0,0,3,7,1620,0,2008,0,98038,47.3661,-122.02,1580,3780,Wednesday,April,2015,342000.0,188.2716049382716,2.4691358024691357,7
2014-11-05,300000.0,3,1,1210,7000,1,0,0,3,7,1210,0,1975,0,98058,47.4572,-122.169,1670,7000,Wednesday,November,2014,335000.0,247.93388429752065,5.785123966942149,39
2015-01-22,289950.0,4,3,2040,5050,1,0,0,3,8,1490,550,1993,0,98092,47.3266,-122.175,2020,6118,Thursday,January,2015,309780.0,142.13235294117646,2.4754901960784315,22
2014-11-05,575000.0,3,2,2270,9600,2,0,0,3,9,2270,0,1990,0,98011,47.7388,-122.206,2580,9617,Wednesday,November,2014,470000.0,253.30396475770925,4.229074889867841,24
2014-07-15,219000.0,3,1,1060,9600,1,0,0,4,7,1060,0,1962,0,98023,47.3229,-122.348,1440,9600,Tuesday,July,2014,268450.0,206.60377358490567,9.056603773584905,52
2014-07-02,265000.0,4,3,1940,8170,1,0,0,4,7,1940,0,1948,0,98155,47.7381,-122.302,1310,8169,Wednesday,July,2014,375000.0,136.5979381443299,4.211340206185567,66
2014-07-14,1105000.0,5,3,3070,5000,2,0,0,3,9,2050,1020,2006,0,98103,47.6742,-122.356,2070,5000,Monday,July,2014,550000.0,359.93485342019545,1.6286644951140066,8
2015-03-09,200000.0,3,1,930,7590,1,0,0,3,6,820,110,1943,0,98166,47.4802,-122.335,1220,7590,Monday,March,2015,390000.0,215.05376344086022,8.161290322580646,72
2015-04-24,545000.0,4,2,2180,8480,1,0,3,4,7,1210,970,1959,0,98146,47.4961,-122.366,2240,8497,Friday,April,2015,305000.0,250.0,3.889908256880734,56
2015-03-19,378000.0,3,2,2130,8404,2,0,0,3,8,2130,0,1991,0,98058,47.4623,-122.13,2130,8404,Thursday,March,2015,335000.0,177.46478873239437,3.9455399061032863,24
2015-03-26,388000.0,2,1,800,4800,1,0,0,4,6,800,0,1922,0,98136,47.5559,-122.396,1090,5000,Thursday,March,2015,489950.0,485.0,6.0,93
2014-11-26,425000.0,4,2,2200,8384,1,0,0,3,7,1250,950,1959,0,98155,47.753,-122.317,1750,8384,Wednesday,November,2014,375000.0,193.1818181818182,3.810909090909091,55
2014-07-07,536000.0,2,1,1130,746,2,0,0,3,8,1030,100,2009,0,98107,47.6684,-122.363,1520,1519,Monday,July,2014,529950.0,474.3362831858407,0.6601769911504425,5
2015-03-24,629950.0,3,2,1680,1620,2,0,0,3,9,1120,560,2014,0,98119,47.6425,-122.374,1610,1618,Tuesday,March,2015,744975.0,374.9702380952381,0.9642857142857143,1
2014-06-11,465000.0,4,1,1470,5350,1,0,0,3,7,980,490,1955,0,98125,47.7048,-122.315,1970,6138,Wednesday,June,2014,425000.0,316.3265306122449,3.639455782312925,59
2015-01-28,592000.0,4,2,2300,11165,2,0,0,4,8,2300,0,1979,0,98008,47.5794,-122.118,2170,11165,Wednesday,January,2015,545000.0,257.39130434782606,4.854347826086957,36
2014-07-16,375000.0,3,2,1330,816,3,0,0,3,8,1330,0,2004,0,98117,47.6836,-122.387,1330,1113,Wednesday,July,2014,544000.0,281.9548872180451,0.6135338345864662,10
2014-06-16,632500.0,5,2,2640,7096,2,0,0,3,7,2640,0,2003,0,98053,47.6827,-122.038,2640,4850,Monday,June,2014,635000.0,239.58333333333334,2.687878787878788,11
2014-08-08,459950.0,4,1,2430,9747,1,0,0,3,8,1780,650,1974,0,98155,47.7687,-122.276,2340,10296,Friday,August,2014,375000.0,189.2798353909465,4.011111111111111,40
2015-01-15,255000.0,3,1,1440,11330,1,0,0,3,7,1440,0,1965,0,98168,47.4742,-122.265,1580,10100,Thursday,January,2015,235000.0,177.08333333333334,7.868055555555555,50
2014-06-10,251750.0,3,2,1320,7200,1,0,0,5,7,1320,0,1975,0,98031,47.3947,-122.174,1540,7200,Tuesday,June,2014,288200.0,190.71969696969697,5.454545454545454,39
2015-05-01,725000.0,3,2,2810,6300,2,0,0,3,8,2810,0,2001,0,98074,47.6077,-122.02,2860,6630,Friday,May,2015,642000.0,258.0071174377224,2.2419928825622777,14
2014-10-16,460000.0,3,3,1370,1194,3,0,0,3,8,1370,0,2005,0,98107,47.6704,-122.391,1320,1217,Thursday,October,2014,529950.0,335.7664233576642,0.8715328467153285,9
2014-08-28,625000.0,3,2,2000,6341,1,0,0,5,8,1040,960,1981,0,98116,47.5639,-122.401,2030,6341,Thursday,August,2014,562750.0,312.5,3.1705,33
2014-05-08,530000.0,3,1,1980,6760,1,0,0,4,8,1980,0,1973,0,98008,47.6398,-122.113,2120,7280,Thursday,May,2014,545000.0,267.67676767676767,3.414141414141414,41
2015-04-27,394950.0,3,2,2050,8172,2,0,0,3,8,2050,0,2002,0,98168,47.4808,-122.28,2140,5664,Monday,April,2015,235000.0,192.65853658536585,3.986341463414634,13
2014-08-14,324950.0,4,1,2320,9240,1,0,0,3,7,1160,1160,1959,2014,98178,47.4909,-122.257,2130,7320,Thursday,August,2014,278277.0,140.06465517241378,3.9827586206896552,55
2015-05-06,330000.0,3,2,1960,1985,2,0,0,3,7,1750,210,2003,0,98118,47.5417,-122.289,1760,1985,Wednesday,May,2015,367500.0,168.3673469387755,1.0127551020408163,12
2015-02-17,220000.0,4,1,1910,8171,1,0,0,3,7,1910,0,1986,0,98030,47.35,-122.168,1910,7542,Tuesday,February,2015,282255.0,115.18324607329843,4.278010471204189,29
2014-07-07,685000.0,3,3,2030,11070,2,0,0,4,8,2030,0,1980,0,98052,47.6478,-122.117,2450,11070,Monday,July,2014,615000.0,337.4384236453202,5.45320197044335,34
2015-02-24,500000.0,3,2,2210,7680,1,0,2,3,8,1730,480,1972,0,98177,47.7729,-122.389,2390,7680,Tuesday,February,2015,554000.0,226.2443438914027,3.475113122171946,43
2014-09-04,368000.0,4,2,2610,9426,1,0,0,3,7,1360,1250,1965,0,98188,47.4435,-122.279,1600,9426,Thursday,September,2014,264000.0,140.99616858237547,3.6114942528735634,49
2014-11-03,825000.0,3,2,2520,7975,2,0,0,4,9,1550,970,1990,0,98033,47.6704,-122.183,2520,9900,Monday,November,2014,678350.0,327.3809523809524,3.1646825396825395,24
2014-06-16,660000.0,6,1,1840,2774,1,0,0,3,7,1060,780,1900,0,98122,47.6041,-122.31,1680,4292,Monday,June,2014,572000.0,358.69565217391306,1.507608695652174,114
2014-09-29,253000.0,3,1,1570,7416,1,0,0,4,7,1570,0,1971,0,98031,47.4117,-122.174,1900,7416,Monday,September,2014,288200.0,161.1464968152866,4.723566878980892,43
2015-02-14,605000.0,3,1,1930,5400,2,0,2,3,9,1930,0,1978,0,98177,47.77,-122.391,2100,6840,Saturday,February,2015,554000.0,313.4715025906736,2.7979274611398965,37
2014-05-15,215000.0,3,1,1160,10384,1,0,0,4,6,1160,0,1969,0,98038,47.3634,-122.027,1200,9880,Thursday,May,2014,342000.0,185.3448275862069,8.951724137931034,45
2014-09-25,650000.0,4,2,2820,15000,2,0,0,4,9,2820,0,1985,0,98052,47.7255,-122.101,2440,15000,Thursday,September,2014,615000.0,230.4964539007092,5.319148936170213,29
2015-02-19,877500.0,4,2,3060,8000,2,0,0,4,8,2040,1020,1922,0,98144,47.5795,-122.29,2730,5800,Thursday,February,2015,450000.0,286.7647058823529,2.6143790849673203,93
2014-06-19,232500.0,3,1,1320,8450,1,0,0,3,6,880,440,1961,0,98023,47.3278,-122.337,1320,8450,Thursday,June,2014,268450.0,176.13636363636363,6.401515151515151,53
2014-12-02,234000.0,2,2,1200,3624,2,0,0,3,6,1200,0,2003,0,98038,47.349,-122.025,1360,2693,Tuesday,December,2014,342000.0,195.0,3.02,11
2014-12-29,399950.0,3,1,1040,9600,1,0,0,3,7,1040,0,1978,0,98053,47.6738,-122.063,1370,10889,Monday,December,2014,635000.0,384.5673076923077,9.23076923076923,36
2014-05-21,256750.0,3,2,1990,8991,1,0,0,3,7,1570,420,1969,0,98042,47.3939,-122.164,1920,8991,Wednesday,May,2014,292000.0,129.02010050251258,4.518090452261307,45
2014-06-02,535000.0,3,2,1690,9626,2,0,0,3,8,1690,0,1984,0,98027,47.5647,-122.092,1860,8958,Monday,June,2014,570500.0,316.56804733727813,5.69585798816568,30
2014-11-07,515000.0,3,2,1810,2738,2,0,0,4,9,1810,0,1979,0,98008,47.6112,-122.115,1760,2754,Friday,November,2014,545000.0,284.5303867403315,1.5127071823204419,35
2015-02-12,770000.0,4,1,2520,8442,1,0,0,4,7,1640,880,1953,0,98004,47.6317,-122.205,2110,8442,Thursday,February,2015,1150000.0,305.55555555555554,3.35,62
2015-01-02,256000.0,3,2,1570,5113,1,0,0,3,7,1090,480,1996,0,98001,47.3327,-122.29,1570,5150,Friday,January,2015,260000.0,163.05732484076432,3.256687898089172,19
2014-08-21,489900.0,3,1,1680,8910,1,0,0,4,7,1680,0,1940,0,98117,47.7011,-122.375,1620,7182,Thursday,August,2014,544000.0,291.60714285714283,5.303571428571429,74
2014-08-20,165000.0,3,1,1250,7200,1,0,0,4,7,1250,0,1978,0,98032,47.3678,-122.282,1250,7560,Wednesday,August,2014,249000.0,132.0,5.76,36
2015-03-18,220000.0,3,1,1280,7742,1,0,0,4,7,1280,0,1962,0,98031,47.3947,-122.197,1450,8316,Wednesday,March,2015,288200.0,171.875,6.0484375,53
2014-10-30,375000.0,3,2,1580,5725,2,0,0,3,7,1580,0,2004,0,98072,47.7611,-122.161,1510,5725,Thursday,October,2014,515000.0,237.34177215189874,3.6234177215189876,10
2015-01-22,422250.0,3,1,1650,7145,2,0,0,5,8,1300,350,1977,0,98155,47.7733,-122.324,1760,7206,Thursday,January,2015,375000.0,255.9090909090909,4.33030303030303,38
2014-06-03,420000.0,3,1,1660,9600,1,0,0,3,8,1380,280,1981,0,98011,47.7601,-122.167,2030,9500,Tuesday,June,2014,470000.0,253.0120481927711,5.783132530120482,33
2014-09-23,608000.0,4,2,2410,7140,2,0,0,3,8,2410,0,1993,0,98074,47.6329,-122.021,2350,7140,Tuesday,September,2014,642000.0,252.28215767634856,2.962655601659751,21
2014-05-16,620000.0,3,2,1720,4000,1,0,0,4,7,1450,270,1921,0,98105,47.6683,-122.286,1410,4000,Friday,May,2014,675000.0,360.4651162790698,2.3255813953488373,93
2015-02-17,850000.0,3,2,3120,12406,2,0,2,3,9,1940,1180,1983,0,98006,47.5507,-122.141,3240,13141,Tuesday,February,2015,760184.5,272.43589743589746,3.9762820512820514,32
2015-01-16,463000.0,4,2,2680,9928,1,0,0,4,8,1340,1340,1974,0,98027,47.5219,-122.052,2180,10478,Friday,January,2015,570500.0,172.76119402985074,3.7044776119402987,41
2015-01-27,750000.0,5,1,2640,13290,1,1,4,4,8,1400,1240,1954,0,98178,47.5022,-122.223,2400,11942,Tuesday,January,2015,278277.0,284.09090909090907,5.034090909090909,61
2014-09-09,290000.0,3,2,1700,6498,1,0,0,3,7,1700,0,1986,0,98038,47.3781,-122.044,1700,6654,Tuesday,September,2014,342000.0,170.58823529411765,3.8223529411764705,28
2014-07-10,525000.0,4,1,2280,5959,1,0,0,3,7,1250,1030,1947,0,98116,47.5655,-122.395,1640,5911,Thursday,July,2014,562750.0,230.26315789473685,2.61359649122807,67
2015-02-17,319000.0,3,2,1220,2980,2,0,0,3,7,1220,0,1986,0,98034,47.7151,-122.203,1220,2140,Tuesday,February,2015,445950.0,261.4754098360656,2.442622950819672,29
2015-02-02,592500.0,6,4,3500,8504,2,0,0,3,7,3500,0,1980,0,98155,47.7349,-122.295,1550,8460,Monday,February,2015,375000.0,169.28571428571428,2.4297142857142857,35
2014-05-13,350000.0,3,2,2010,14298,2,0,0,3,7,2010,0,1977,0,98070,47.5069,-122.472,2010,14298,Tuesday,May,2014,463750.0,174.12935323383084,7.113432835820896,37
2015-02-26,454900.0,3,1,2130,9775,1,0,0,4,8,1430,700,1973,0,98027,47.5326,-122.049,2130,11250,Thursday,February,2015,570500.0,213.56807511737088,4.589201877934272,42
2015-04-15,272000.0,4,2,1800,9018,2,0,0,3,7,1800,0,1992,0,98022,47.2126,-121.984,1670,9380,Wednesday,April,2015,279500.0,151.11111111111111,5.01,23
2014-07-16,357500.0,3,1,1070,10125,1,0,0,3,7,1070,0,1961,0,98033,47.7012,-122.167,1540,10200,Wednesday,July,2014,678350.0,334.1121495327103,9.462616822429906,53
2014-08-28,285000.0,3,1,1020,5000,1,0,0,5,6,1020,0,1954,0,98118,47.5332,-122.29,1360,5000,Thursday,August,2014,367500.0,279.4117647058824,4.901960784313726,60
2015-03-26,280000.0,4,2,1600,6861,1,0,0,3,7,1600,0,1994,0,98003,47.2701,-122.313,1870,7455,Thursday,March,2015,267475.0,175.0,4.288125,21
2014-09-03,477000.0,4,1,1380,7800,1,0,0,3,7,1080,300,1928,0,98125,47.7093,-122.306,1770,7503,Wednesday,September,2014,425000.0,345.6521739130435,5.6521739130434785,86
2014-11-19,595000.0,4,2,2100,3125,2,0,2,3,7,1400,700,1907,1993,98107,47.6634,-122.358,2060,5040,Wednesday,November,2014,529950.0,283.3333333333333,1.4880952380952381,107
2014-07-17,525000.0,3,2,2110,2850,3,0,0,3,8,2110,0,2001,0,98103,47.6915,-122.339,1340,5001,Thursday,July,2014,550000.0,248.81516587677726,1.3507109004739337,13
2014-08-27,225000.0,3,2,1320,5665,1,0,0,3,7,1320,0,1986,0,98023,47.3096,-122.357,1336,7080,Wednesday,August,2014,268450.0,170.45454545454547,4.291666666666667,28
2014-07-23,485000.0,4,2,2420,10603,1,0,0,5,7,1210,1210,1958,0,98028,47.7397,-122.259,1750,10800,Wednesday,July,2014,445000.0,200.41322314049586,4.3814049586776855,56
2014-07-03,341000.0,3,1,1390,4814,1,0,0,3,6,1390,0,1908,0,98115,47.6881,-122.32,1730,3990,Thursday,July,2014,567000.0,245.32374100719426,3.4633093525179857,106
2015-01-16,674000.0,3,3,2320,6744,2,0,0,3,9,1930,390,2014,0,98125,47.7132,-122.293,1700,6744,Friday,January,2015,425000.0,290.51724137931035,2.906896551724138,1
2015-01-27,442250.0,3,2,2170,8169,2,0,0,3,8,2170,0,2003,0,98059,47.4833,-122.139,2240,6733,Tuesday,January,2015,435000.0,203.80184331797236,3.764516129032258,12
2014-11-13,276000.0,3,2,1450,8928,1,0,0,3,7,1450,0,1998,0,98042,47.3637,-122.075,2050,8523,Thursday,November,2014,292000.0,190.3448275862069,6.157241379310345,16
2014-08-22,394000.0,3,2,1370,4400,1,0,0,3,8,1370,0,1988,0,98034,47.7139,-122.203,1630,4400,Friday,August,2014,445950.0,287.59124087591243,3.2116788321167884,26
2014-11-19,355000.0,3,2,1810,3192,1,0,0,3,7,1070,740,2001,0,98019,47.7364,-121.969,1740,3720,Wednesday,November,2014,401250.0,196.13259668508286,1.76353591160221,13
2014-05-09,260000.0,3,2,1420,14850,1,0,0,4,7,1020,400,1963,0,98032,47.3661,-122.29,2060,8800,Friday,May,2014,249000.0,183.09859154929578,10.45774647887324,51
2014-07-01,300000.0,3,2,2090,9620,1,0,0,3,8,1340,750,1987,0,98023,47.2741,-122.337,2150,9660,Tuesday,July,2014,268450.0,143.54066985645932,4.6028708133971294,27
2015-03-24,310000.0,3,2,2090,9620,1,0,0,3,8,1340,750,1987,0,98023,47.2741,-122.337,2150,9660,Tuesday,March,2015,268450.0,148.32535885167465,4.6028708133971294,28
2014-12-02,209000.0,3,1,1330,6900,1,0,0,3,7,1330,0,1976,0,98023,47.3033,-122.381,1530,7000,Tuesday,December,2014,268450.0,157.14285714285714,5.18796992481203,38
2014-12-11,344950.0,3,2,1330,7419,1,0,0,3,7,1330,0,1985,0,98034,47.7322,-122.236,1330,7297,Thursday,December,2014,445950.0,259.3609022556391,5.578195488721804,29
2014-06-11,230000.0,5,2,1910,7200,1,0,0,4,6,1110,800,1951,0,98178,47.4975,-122.261,1150,5948,Wednesday,June,2014,278277.0,120.41884816753927,3.769633507853403,63
2015-04-24,336950.0,3,1,2310,7680,1,0,0,4,8,1410,900,1978,0,98032,47.3743,-122.285,2080,7680,Friday,April,2015,249000.0,145.86580086580088,3.324675324675325,37
2014-06-11,700000.0,3,2,2500,7378,1,0,0,5,7,1390,1110,1948,0,98177,47.7032,-122.37,2040,7140,Wednesday,June,2014,554000.0,280.0,2.9512,66
2014-09-04,230000.0,3,2,1310,7332,1,0,0,3,7,1310,0,1987,0,98038,47.3597,-122.051,1530,7362,Thursday,September,2014,342000.0,175.57251908396947,5.596946564885497,27
2014-12-10,595000.0,3,2,2400,16301,1,0,0,3,8,1400,1000,1962,0,98115,47.6901,-122.282,1720,9828,Wednesday,December,2014,567000.0,247.91666666666666,6.792083333333333,52
2014-11-21,470000.0,3,1,1400,4914,1,0,0,3,7,1400,0,1929,0,98117,47.681,-122.364,1400,3744,Friday,November,2014,544000.0,335.7142857142857,3.51,85
2014-12-12,600000.0,4,1,1700,7800,1,0,0,4,8,1700,0,1975,0,98052,47.651,-122.119,2430,8342,Friday,December,2014,615000.0,352.94117647058823,4.588235294117647,39
2014-11-14,427800.0,3,1,1340,13241,1,0,2,3,7,1340,0,1985,0,98034,47.7268,-122.213,2090,9704,Friday,November,2014,445950.0,319.25373134328356,9.881343283582089,29
2014-06-06,445000.0,4,2,1470,8395,1,0,0,4,7,1470,0,1965,0,98008,47.631,-122.117,1760,7976,Friday,June,2014,545000.0,302.72108843537416,5.710884353741497,49
2014-07-16,382000.0,3,1,1790,7679,1,0,0,4,7,1790,0,1953,0,98133,47.7442,-122.338,1560,7680,Wednesday,July,2014,375000.0,213.40782122905028,4.289944134078213,61
2014-12-24,255000.0,3,1,1580,8206,1,0,0,3,7,1100,480,1962,0,98198,47.3676,-122.312,1600,8196,Wednesday,December,2014,265000.0,161.39240506329114,5.1936708860759495,52
2014-07-21,240000.0,3,1,1090,10000,1,0,0,3,6,1090,0,1961,0,98014,47.6503,-121.911,1040,7500,Monday,July,2014,415000.0,220.1834862385321,9.174311926605505,53
2015-02-13,435000.0,4,1,2520,7200,1,0,2,5,7,1260,1260,1955,0,98056,47.4835,-122.192,2360,7300,Friday,February,2015,380000.0,172.61904761904762,2.857142857142857,60
2015-05-06,425000.0,4,3,2430,5502,2,0,0,3,8,2430,0,2002,0,98038,47.356,-122.014,2000,5702,Wednesday,May,2015,342000.0,174.89711934156378,2.2641975308641977,13
2014-12-16,393000.0,2,1,1020,4200,1,0,0,5,6,1020,0,1923,0,98136,47.5319,-122.391,1660,4200,Tuesday,December,2014,489950.0,385.29411764705884,4.117647058823529,91
2014-06-20,264950.0,4,1,1810,7500,1,0,0,2,7,1410,400,1959,0,98168,47.4935,-122.333,1250,6255,Friday,June,2014,235000.0,146.38121546961327,4.143646408839779,55
2015-04-12,746500.0,4,2,3460,9699,2,0,0,3,10,3460,0,1987,0,98074,47.637,-122.04,3140,10631,Sunday,April,2015,642000.0,215.7514450867052,2.803179190751445,28
2014-11-24,450000.0,3,1,2020,8100,1,0,0,3,7,1170,850,1956,0,98125,47.7136,-122.288,1480,7620,Monday,November,2014,425000.0,222.77227722772278,4.00990099009901,58
2014-06-17,229950.0,3,2,1410,7466,1,0,0,3,7,1410,0,1983,0,98058,47.427,-122.147,1410,7610,Tuesday,June,2014,335000.0,163.08510638297872,5.295035460992908,31
2015-01-13,425000.0,2,1,750,4000,1,0,0,2,6,750,0,1933,0,98108,47.54,-122.32,1160,4000,Tuesday,January,2015,342500.0,566.6666666666666,5.333333333333333,82
2014-10-31,753000.0,3,2,2290,9047,2,0,0,4,8,2290,0,1984,0,98006,47.5545,-122.163,2120,9275,Friday,October,2014,760184.5,328.82096069868993,3.950655021834061,30
2014-10-06,310000.0,2,1,720,5750,1,0,0,2,6,720,0,1943,0,98136,47.5535,-122.393,980,6125,Monday,October,2014,489950.0,430.55555555555554,7.986111111111111,71
2014-12-19,395000.0,2,1,1200,6014,1,0,0,4,6,600,600,1949,0,98118,47.5357,-122.28,1270,4652,Friday,December,2014,367500.0,329.1666666666667,5.011666666666667,65
2014-08-28,295000.0,4,3,2120,7650,2,0,0,3,8,2120,0,1964,0,98007,47.6214,-122.14,2260,7885,Thursday,August,2014,555000.0,139.1509433962264,3.608490566037736,50
2014-06-23,225000.0,3,1,1580,8820,1,0,0,4,7,1580,0,1967,0,98003,47.317,-122.325,1280,8500,Monday,June,2014,267475.0,142.40506329113924,5.582278481012659,47
2015-02-02,431000.0,3,2,1830,8831,1,0,0,3,7,1460,370,1979,0,98034,47.7286,-122.215,2330,8064,Monday,February,2015,445950.0,235.5191256830601,4.82568306010929,36
2015-03-26,358500.0,3,2,2000,8057,1,0,0,3,8,1360,640,1998,0,98042,47.3724,-122.107,2530,8964,Thursday,March,2015,292000.0,179.25,4.0285,17
2015-04-28,595000.0,2,1,980,3600,1,0,0,3,6,980,0,1907,0,98119,47.6366,-122.365,1690,3600,Tuesday,April,2015,744975.0,607.1428571428571,3.673469387755102,108
2014-12-03,260000.0,4,1,1740,8100,1,0,0,4,7,1020,720,1962,0,98058,47.467,-122.185,1600,8949,Wednesday,December,2014,335000.0,149.42528735632183,4.655172413793103,52
2014-09-17,375000.0,3,2,1450,7300,1,0,0,5,7,1450,0,1955,0,98133,47.7517,-122.342,1660,9069,Wednesday,September,2014,375000.0,258.62068965517244,5.0344827586206895,59
2014-05-25,295000.0,3,2,1560,4200,2,0,0,3,7,1560,0,2003,0,98038,47.3838,-122.026,1560,4200,Sunday,May,2014,342000.0,189.10256410256412,2.6923076923076925,11
2014-07-31,403900.0,4,2,2050,8909,1,0,2,4,8,1690,360,1986,0,98198,47.398,-122.31,2190,8912,Thursday,July,2014,265000.0,197.02439024390245,4.345853658536585,28
2014-07-22,269950.0,3,1,1760,12823,1,0,0,4,7,1460,300,1956,0,98002,47.2868,-122.21,1450,10800,Tuesday,July,2014,235000.0,153.3806818181818,7.285795454545455,58
2015-02-18,640000.0,3,3,1740,1975,2,0,3,3,8,1310,430,1998,0,98122,47.6085,-122.311,1740,1975,Wednesday,February,2015,572000.0,367.81609195402297,1.1350574712643677,17
2014-06-27,221000.0,3,1,910,8789,1,0,0,3,7,910,0,1966,0,98148,47.4345,-122.326,1160,8789,Friday,June,2014,278000.0,242.85714285714286,9.658241758241758,48
2014-06-17,255000.0,3,1,1700,7532,1,0,0,3,7,1700,0,1987,0,98030,47.355,-122.176,1690,7405,Tuesday,June,2014,282255.0,150.0,4.430588235294118,27
2014-06-23,300000.0,4,2,2620,4469,2,0,0,3,7,2620,0,2008,0,98042,47.3663,-122.115,2250,4500,Monday,June,2014,292000.0,114.50381679389314,1.7057251908396946,6
2015-03-20,270000.0,3,2,1500,7410,1,0,0,4,7,1500,0,1973,0,98058,47.4597,-122.162,1750,7990,Friday,March,2015,335000.0,180.0,4.94,42
2015-03-03,575000.0,4,1,1630,5750,1,0,0,3,7,1160,470,1947,0,98116,47.5674,-122.384,1640,5750,Tuesday,March,2015,562750.0,352.76073619631904,3.5276073619631902,68
2015-02-11,246900.0,3,1,1370,9800,1,0,0,5,7,1370,0,1968,0,98001,47.3068,-122.27,1370,9800,Wednesday,February,2015,260000.0,180.2189781021898,7.153284671532846,47
2015-04-06,635000.0,2,2,1390,1132,2,0,0,3,8,1130,260,2006,0,98102,47.6228,-122.319,1400,1237,Monday,April,2015,720000.0,456.8345323741007,0.814388489208633,9
2014-09-10,215000.0,3,1,1190,7500,1,0,0,5,7,1190,0,1968,0,98042,47.3248,-122.142,1200,9750,Wednesday,September,2014,292000.0,180.67226890756302,6.302521008403361,46
2015-02-20,522500.0,4,3,2370,8154,1,0,0,3,7,1380,990,1977,0,98125,47.7258,-122.306,2100,8148,Friday,February,2015,425000.0,220.46413502109704,3.440506329113924,38
2014-07-22,150000.0,2,1,1360,1934,2,0,0,4,7,1360,0,1978,0,98092,47.2857,-122.189,1360,1898,Tuesday,July,2014,309780.0,110.29411764705883,1.4220588235294118,36
2014-11-21,950000.0,4,2,3700,7051,2,0,0,3,11,3700,0,2006,0,98029,47.5427,-121.995,3580,6175,Friday,November,2014,575000.0,256.7567567567568,1.9056756756756756,8
2014-12-03,865000.0,6,2,3500,5150,2,0,0,5,8,2430,1070,1909,0,98117,47.6842,-122.363,1430,3860,Wednesday,December,2014,544000.0,247.14285714285714,1.4714285714285715,105
2014-06-04,785000.0,3,1,1670,9600,1,0,0,5,8,1670,0,1961,0,98040,47.5754,-122.233,1900,9600,Wednesday,June,2014,993750.0,470.05988023952096,5.748502994011976,53
2014-06-25,245700.0,3,2,1640,8400,1,0,0,3,8,1180,460,1968,0,98032,47.3733,-122.289,1600,8120,Wednesday,June,2014,249000.0,149.8170731707317,5.121951219512195,46
2015-04-15,951000.0,3,2,3400,12825,1,0,1,3,9,3400,0,1961,0,98118,47.5435,-122.26,2510,11574,Wednesday,April,2015,367500.0,279.70588235294116,3.7720588235294117,54
2015-04-02,499950.0,3,1,2060,3500,1,0,0,5,7,1030,1030,1951,0,98118,47.5635,-122.282,1110,6000,Thursday,April,2015,367500.0,242.69417475728156,1.6990291262135921,64
2014-09-17,549000.0,3,2,2330,3600,1,0,0,4,7,1580,750,1900,0,98122,47.6025,-122.303,1750,3600,Wednesday,September,2014,572000.0,235.62231759656652,1.5450643776824033,114
2014-08-20,619000.0,3,2,1990,3000,1,0,2,5,8,1430,560,1927,0,98144,47.5891,-122.293,1780,5000,Wednesday,August,2014,450000.0,311.05527638190955,1.5075376884422111,87
2014-10-09,311000.0,5,3,2020,5917,1,0,0,3,7,1220,800,1993,0,98108,47.5482,-122.294,2130,5529,Thursday,October,2014,342500.0,153.96039603960395,2.9292079207920794,21
2014-07-01,600000.0,5,2,2980,7781,1,0,0,3,9,1580,1400,1960,0,98125,47.7048,-122.279,2310,7781,Tuesday,July,2014,425000.0,201.34228187919464,2.6110738255033556,54
